name,age,gender,ethnicity
crop_part1/17_1_4_20170103233523157.jpg.chip.jpg,0,1,1
crop_part1/54_0_2_20170111171747443.jpg.chip.jpg,1,0,1
crop_part1/59_0_0_20170105163446940.jpg.chip.jpg,1,0,0
crop_part1/54_0_0_20170104213140733.jpg.chip.jpg,1,0,0
crop_part1/50_1_2_20170107212204715.jpg.chip.jpg,1,1,1
crop_part1/7_0_0_20170110215944035.jpg.chip.jpg,0,0,0
crop_part1/1_0_3_20161219230004880.jpg.chip.jpg,0,0,1
crop_part1/80_1_0_20170110153307958.jpg.chip.jpg,1,1,0
crop_part1/43_0_1_20170111194850581.jpg.chip.jpg,1,0,1
crop_part1/53_1_0_20170110160643329.jpg.chip.jpg,1,1,0
crop_part1/39_0_0_20170104204717955.jpg.chip.jpg,1,0,0
crop_part1/16_0_4_20170104011805376.jpg.chip.jpg,0,0,1
crop_part1/3_0_2_20161219221714703.jpg.chip.jpg,0,0,1
crop_part1/65_0_0_20170111201030222.jpg.chip.jpg,1,0,0
crop_part1/2_1_4_20161221192849749.jpg.chip.jpg,0,1,1
crop_part1/9_0_1_20170110224349623.jpg.chip.jpg,0,0,1
crop_part1/17_0_0_20170110231233724.jpg.chip.jpg,0,0,0
crop_part1/74_0_0_20170111211030017.jpg.chip.jpg,1,0,0
crop_part1/78_1_0_20170110181107549.jpg.chip.jpg,1,1,0
crop_part1/11_1_4_20170109201611941.jpg.chip.jpg,0,1,1
crop_part1/65_0_0_20170111205148232.jpg.chip.jpg,1,0,0
crop_part1/58_1_0_20170109150657263.jpg.chip.jpg,1,1,0
crop_part1/18_1_0_20170109213010399.jpg.chip.jpg,0,1,0
crop_part1/54_0_0_20170104212504460.jpg.chip.jpg,1,0,0
crop_part1/32_0_0_20170104202221514.jpg.chip.jpg,1,0,0
crop_part1/55_1_0_20170110160643438.jpg.chip.jpg,1,1,0
crop_part1/34_1_0_20170104173038042.jpg.chip.jpg,1,1,0
crop_part1/9_0_0_20170110215848132.jpg.chip.jpg,0,0,0
crop_part1/62_0_0_20170111200703518.jpg.chip.jpg,1,0,0
crop_part1/5_1_3_20161219224922904.jpg.chip.jpg,0,1,1
crop_part1/24_1_0_20170103180625656.jpg.chip.jpg,0,1,0
crop_part1/25_1_2_20170104020239939.jpg.chip.jpg,0,1,1
crop_part1/52_0_0_20170104212331895.jpg.chip.jpg,1,0,0
crop_part1/9_0_0_20170110220159083.jpg.chip.jpg,0,0,0
crop_part1/1_1_0_20170109191010113.jpg.chip.jpg,0,1,0
crop_part1/52_0_0_20170105173215909.jpg.chip.jpg,1,0,0
crop_part1/30_0_4_20170104000115245.jpg.chip.jpg,0,0,1
crop_part1/5_1_2_20161219203429011.jpg.chip.jpg,0,1,1
crop_part1/58_0_0_20170111210633610.jpg.chip.jpg,1,0,0
crop_part1/4_1_3_20161220220857450.jpg.chip.jpg,0,1,1
crop_part1/17_0_0_20170105183607439.jpg.chip.jpg,0,0,0
crop_part1/10_0_0_20170110220539329.jpg.chip.jpg,0,0,0
crop_part1/59_0_0_20170108235700268.jpg.chip.jpg,1,0,0
crop_part1/26_0_0_20170105183712607.jpg.chip.jpg,0,0,0
crop_part1/24_1_4_20170103225908457.jpg.chip.jpg,0,1,1
crop_part1/30_1_0_20170109141417666.jpg.chip.jpg,0,1,0
crop_part1/85_1_0_20170110183611657.jpg.chip.jpg,1,1,0
crop_part1/9_0_0_20170110225249086.jpg.chip.jpg,0,0,0
crop_part1/3_0_0_20170110212754904.jpg.chip.jpg,0,0,0
crop_part1/57_0_0_20170105173458901.jpg.chip.jpg,1,0,0
crop_part1/35_0_0_20170104183524965.jpg.chip.jpg,1,0,0
crop_part1/13_0_0_20170110224337867.jpg.chip.jpg,0,0,0
crop_part1/26_1_3_20170104222955855.jpg.chip.jpg,0,1,1
crop_part1/51_1_3_20170109142147935.jpg.chip.jpg,1,1,1
crop_part1/38_1_0_20170111182452859.jpg.chip.jpg,1,1,0
crop_part1/54_0_3_20170105173505798.jpg.chip.jpg,1,0,1
crop_part1/1_0_2_20161219203943516.jpg.chip.jpg,0,0,1
crop_part1/75_0_0_20170111205905746.jpg.chip.jpg,1,0,0
crop_part1/36_1_0_20170104171550313.jpg.chip.jpg,1,1,0
crop_part1/85_1_2_20170110183010789.jpg.chip.jpg,1,1,1
crop_part1/26_1_4_20170103213051380.jpg.chip.jpg,0,1,1
crop_part1/24_1_4_20170103223727135.jpg.chip.jpg,0,1,1
crop_part1/32_1_3_20170109141339133.jpg.chip.jpg,1,1,1
crop_part1/1_0_2_20170110213415212.jpg.chip.jpg,0,0,1
crop_part1/32_1_2_20170109141342355.jpg.chip.jpg,1,1,1
crop_part1/33_1_3_20170104235051234.jpg.chip.jpg,1,1,1
crop_part1/14_0_0_20170110224519294.jpg.chip.jpg,0,0,0
crop_part1/85_1_0_20170110182918046.jpg.chip.jpg,1,1,0
crop_part1/53_0_0_20170104212423829.jpg.chip.jpg,1,0,0
crop_part1/1_0_2_20161219210754437.jpg.chip.jpg,0,0,1
crop_part1/50_0_0_20170111171747287.jpg.chip.jpg,1,0,0
crop_part1/31_1_4_20170103230248753.jpg.chip.jpg,1,1,1
crop_part1/23_1_0_20170104165334721.jpg.chip.jpg,0,1,0
crop_part1/17_0_0_20170104003852806.jpg.chip.jpg,0,0,0
crop_part1/39_1_0_20170103183656003.jpg.chip.jpg,1,1,0
crop_part1/14_1_0_20170109203638205.jpg.chip.jpg,0,1,0
crop_part1/9_0_0_20170110224425000.jpg.chip.jpg,0,0,0
crop_part1/18_1_0_20170109212826322.jpg.chip.jpg,0,1,0
crop_part1/30_1_4_20170103213106156.jpg.chip.jpg,0,1,1
crop_part1/85_1_0_20170110184001159.jpg.chip.jpg,1,1,0
crop_part1/47_0_2_20170104211734268.jpg.chip.jpg,1,0,1
crop_part1/1_0_0_20161219204512212.jpg.chip.jpg,0,0,0
crop_part1/1_0_3_20161219224942305.jpg.chip.jpg,0,0,1
crop_part1/52_0_0_20170104165813945.jpg.chip.jpg,1,0,0
crop_part1/59_0_2_20170104022521749.jpg.chip.jpg,1,0,1
crop_part1/1_0_3_20161219225759904.jpg.chip.jpg,0,0,1
crop_part1/1_1_3_20161219225245716.jpg.chip.jpg,0,1,1
crop_part1/10_1_0_20170109204617417.jpg.chip.jpg,0,1,0
crop_part1/72_0_0_20170111171747670.jpg.chip.jpg,1,0,0
crop_part1/54_0_0_20170105173614957.jpg.chip.jpg,1,0,0
crop_part1/1_0_4_20161221195115664.jpg.chip.jpg,0,0,1
crop_part1/40_0_0_20170103182925914.jpg.chip.jpg,1,0,0
crop_part1/18_1_0_20170109214216731.jpg.chip.jpg,0,1,0
crop_part1/10_0_1_20170110220523360.jpg.chip.jpg,0,0,1
crop_part1/1_0_3_20161219230250136.jpg.chip.jpg,0,0,1
crop_part1/29_1_4_20170103230245713.jpg.chip.jpg,0,1,1
crop_part1/8_1_0_20170109201724457.jpg.chip.jpg,0,1,0
crop_part1/1_0_2_20161219162514182.jpg.chip.jpg,0,0,1
crop_part1/32_0_0_20170104173023034.jpg.chip.jpg,1,0,0
crop_part1/37_1_1_20170103183005866.jpg.chip.jpg,1,1,1
crop_part1/20_1_4_20170103224354767.jpg.chip.jpg,0,1,1
crop_part1/24_0_2_20170104015809173.jpg.chip.jpg,0,0,1
crop_part1/59_1_0_20170110141538799.jpg.chip.jpg,1,1,0
crop_part1/5_0_2_20161219151837283.jpg.chip.jpg,0,0,1
crop_part1/40_0_4_20170104201550378.jpg.chip.jpg,1,0,1
crop_part1/42_1_0_20170109140758891.jpg.chip.jpg,1,1,0
crop_part1/55_1_0_20170109220443515.jpg.chip.jpg,1,1,0
crop_part1/24_1_3_20161220222118601.jpg.chip.jpg,0,1,1
crop_part1/32_1_0_20170103163352672.jpg.chip.jpg,1,1,0
crop_part1/11_0_0_20170110224233654.jpg.chip.jpg,0,0,0
crop_part1/1_0_3_20161220220036937.jpg.chip.jpg,0,0,1
crop_part1/3_0_2_20161219221758967.jpg.chip.jpg,0,0,1
crop_part1/1_0_2_20161219211244365.jpg.chip.jpg,0,0,1
crop_part1/3_1_2_20161219162325990.jpg.chip.jpg,0,1,1
crop_part1/20_1_0_20170105183447816.jpg.chip.jpg,0,1,0
crop_part1/2_0_2_20161219162403159.jpg.chip.jpg,0,0,1
crop_part1/1_1_3_20161219225320176.jpg.chip.jpg,0,1,1
crop_part1/50_0_0_20170109004250555.jpg.chip.jpg,1,0,0
crop_part1/52_0_0_20170104212228222.jpg.chip.jpg,1,0,0
crop_part1/4_0_1_20170104010848776.jpg.chip.jpg,0,0,1
crop_part1/37_0_0_20170104205628245.jpg.chip.jpg,1,0,0
crop_part1/35_1_2_20170105162414267.jpg.chip.jpg,1,1,1
crop_part1/1_0_0_20170109193841675.jpg.chip.jpg,0,0,0
crop_part1/8_0_0_20170110220138938.jpg.chip.jpg,0,0,0
crop_part1/1_1_0_20170109191415528.jpg.chip.jpg,0,1,0
crop_part1/53_0_0_20170105163552388.jpg.chip.jpg,1,0,0
crop_part1/76_0_2_20170105174825693.jpg.chip.jpg,1,0,1
crop_part1/20_0_3_20170104225831145.jpg.chip.jpg,0,0,1
crop_part1/36_0_0_20170108225341913.jpg.chip.jpg,1,0,0
crop_part1/1_0_0_20170110213327766.jpg.chip.jpg,0,0,0
crop_part1/39_0_0_20170104184915702.jpg.chip.jpg,1,0,0
crop_part1/54_0_0_20170111210429835.jpg.chip.jpg,1,0,0
crop_part1/5_0_3_20161220223210595.jpg.chip.jpg,0,0,1
crop_part1/9_0_0_20170110220700428.jpg.chip.jpg,0,0,0
crop_part1/2_0_0_20170109191008066.jpg.chip.jpg,0,0,0
crop_part1/23_1_4_20170103224258631.jpg.chip.jpg,0,1,1
crop_part1/74_0_2_20170105174346668.jpg.chip.jpg,1,0,1
crop_part1/18_0_3_20170104230329273.jpg.chip.jpg,0,0,1
crop_part1/1_1_2_20161219154612988.jpg.chip.jpg,0,1,1
crop_part1/9_0_0_20170110220238481.jpg.chip.jpg,0,0,0
crop_part1/1_1_0_20170110212607474.jpg.chip.jpg,0,1,0
crop_part1/63_0_0_20170111171747613.jpg.chip.jpg,1,0,0
crop_part1/31_1_3_20170104234925395.jpg.chip.jpg,1,1,1
crop_part1/2_1_4_20170103212142324.jpg.chip.jpg,0,1,1
crop_part1/20_0_4_20170103234731301.jpg.chip.jpg,0,0,1
crop_part1/41_1_0_20170103183924011.jpg.chip.jpg,1,1,0
crop_part1/64_1_0_20170110154140951.jpg.chip.jpg,1,1,0
crop_part1/45_1_0_20170109221119437.jpg.chip.jpg,1,1,0
crop_part1/1_0_3_20161219225846512.jpg.chip.jpg,0,0,1
crop_part1/72_0_0_20170111210618013.jpg.chip.jpg,1,0,0
crop_part1/9_0_0_20170110224607682.jpg.chip.jpg,0,0,0
crop_part1/11_1_0_20170109205441860.jpg.chip.jpg,0,1,0
crop_part1/1_0_0_20170109193823674.jpg.chip.jpg,0,0,0
crop_part1/4_1_4_20161221201901345.jpg.chip.jpg,0,1,1
crop_part1/62_0_0_20170111204505433.jpg.chip.jpg,1,0,0
crop_part1/8_0_0_20170110220143955.jpg.chip.jpg,0,0,0
crop_part1/36_0_1_20170105172620093.jpg.chip.jpg,1,0,1
crop_part1/3_0_0_20170103210954356.jpg.chip.jpg,0,0,0
crop_part1/53_0_0_20170104213317911.jpg.chip.jpg,1,0,0
crop_part1/22_1_3_20170104232458346.jpg.chip.jpg,0,1,1
crop_part1/23_1_3_20170109132112364.jpg.chip.jpg,0,1,1
crop_part1/37_1_0_20170104165602361.jpg.chip.jpg,1,1,0
crop_part1/73_0_0_20170111221837125.jpg.chip.jpg,1,0,0
crop_part1/37_1_0_20170109002419306.jpg.chip.jpg,1,1,0
crop_part1/35_0_0_20170104172415386.jpg.chip.jpg,1,0,0
crop_part1/18_1_3_20170109213106901.jpg.chip.jpg,0,1,1
crop_part1/88_1_0_20170110183050254.jpg.chip.jpg,1,1,0
crop_part1/3_1_3_20161219230328993.jpg.chip.jpg,0,1,1
crop_part1/16_1_0_20170109214444528.jpg.chip.jpg,0,1,0
crop_part1/1_0_0_20161219204741557.jpg.chip.jpg,0,0,0
crop_part1/65_1_0_20170110151351064.jpg.chip.jpg,1,1,0
crop_part1/1_0_2_20161219190530474.jpg.chip.jpg,0,0,1
crop_part1/5_1_0_20170109194115394.jpg.chip.jpg,0,1,0
crop_part1/12_0_0_20170110224833703.jpg.chip.jpg,0,0,0
crop_part1/75_0_0_20170111205314158.jpg.chip.jpg,1,0,0
crop_part1/49_0_0_20170103182824970.jpg.chip.jpg,1,0,0
crop_part1/30_0_3_20170104230725129.jpg.chip.jpg,0,0,1
crop_part1/34_1_2_20170105164106036.jpg.chip.jpg,1,1,1
crop_part1/90_0_0_20170111222613993.jpg.chip.jpg,1,0,0
crop_part1/25_1_3_20161220222256467.jpg.chip.jpg,0,1,1
crop_part1/30_1_4_20170104171702193.jpg.chip.jpg,0,1,1
crop_part1/90_0_0_20170111205657119.jpg.chip.jpg,1,0,0
crop_part1/68_0_0_20170104213011828.jpg.chip.jpg,1,0,0
crop_part1/21_0_3_20161220221819298.jpg.chip.jpg,0,0,1
crop_part1/1_0_4_20161221195827599.jpg.chip.jpg,0,0,1
crop_part1/9_1_1_20170109201837354.jpg.chip.jpg,0,1,1
crop_part1/3_0_0_20161219211053581.jpg.chip.jpg,0,0,0
crop_part1/85_1_3_20170110183438488.jpg.chip.jpg,1,1,1
crop_part1/47_0_0_20170105173254709.jpg.chip.jpg,1,0,0
crop_part1/62_0_0_20170111193832899.jpg.chip.jpg,1,0,0
crop_part1/39_0_2_20170105161404090.jpg.chip.jpg,1,0,1
crop_part1/6_0_0_20170110215527972.jpg.chip.jpg,0,0,0
crop_part1/59_1_0_20170110141623496.jpg.chip.jpg,1,1,0
crop_part1/37_1_0_20170105172729613.jpg.chip.jpg,1,1,0
crop_part1/82_0_0_20170111222624743.jpg.chip.jpg,1,0,0
crop_part1/16_0_0_20170110224435349.jpg.chip.jpg,0,0,0
crop_part1/5_0_2_20161219221839271.jpg.chip.jpg,0,0,1
crop_part1/45_1_0_20170105173156493.jpg.chip.jpg,1,1,0
crop_part1/22_1_4_20170103223649399.jpg.chip.jpg,0,1,1
crop_part1/48_0_0_20170104193619832.jpg.chip.jpg,1,0,0
crop_part1/1_1_1_20170109194716353.jpg.chip.jpg,0,1,1
crop_part1/60_1_0_20170110141425361.jpg.chip.jpg,1,1,0
crop_part1/37_0_2_20170105163305795.jpg.chip.jpg,1,0,1
crop_part1/9_0_0_20170110224508007.jpg.chip.jpg,0,0,0
crop_part1/85_1_0_20170110183935393.jpg.chip.jpg,1,1,0
crop_part1/8_1_4_20170104005525759.jpg.chip.jpg,0,1,1
crop_part1/35_0_0_20170104201044970.jpg.chip.jpg,1,0,0
crop_part1/56_0_0_20170111200430322.jpg.chip.jpg,1,0,0
crop_part1/92_0_2_20170105174832245.jpg.chip.jpg,1,0,1
crop_part1/49_1_3_20170109140923740.jpg.chip.jpg,1,1,1
crop_part1/46_0_0_20170104184807318.jpg.chip.jpg,1,0,0
crop_part1/36_1_0_20170105164705002.jpg.chip.jpg,1,1,0
crop_part1/72_1_0_20170110175634167.jpg.chip.jpg,1,1,0
crop_part1/86_1_0_20170110153717173.jpg.chip.jpg,1,1,0
crop_part1/75_1_0_20170110131723117.jpg.chip.jpg,1,1,0
crop_part1/14_1_0_20170109203842960.jpg.chip.jpg,0,1,0
crop_part1/9_0_0_20170110225030430.jpg.chip.jpg,0,0,0
crop_part1/51_0_0_20170111181750495.jpg.chip.jpg,1,0,0
crop_part1/1_0_4_20161221202654538.jpg.chip.jpg,0,0,1
crop_part1/9_0_0_20170110220449969.jpg.chip.jpg,0,0,0
crop_part1/1_0_3_20161219230642504.jpg.chip.jpg,0,0,1
crop_part1/16_1_0_20170104012420681.jpg.chip.jpg,0,1,0
crop_part1/5_1_3_20161220221812930.jpg.chip.jpg,0,1,1
crop_part1/1_1_4_20161221201923657.jpg.chip.jpg,0,1,1
crop_part1/16_1_2_20170109214552372.jpg.chip.jpg,0,1,1
crop_part1/9_0_0_20170110220406314.jpg.chip.jpg,0,0,0
crop_part1/57_0_0_20170104212832053.jpg.chip.jpg,1,0,0
crop_part1/12_1_0_20170109205104124.jpg.chip.jpg,0,1,0
crop_part1/86_0_0_20170111210513628.jpg.chip.jpg,1,0,0
crop_part1/16_0_0_20170110231725022.jpg.chip.jpg,0,0,0
crop_part1/90_0_0_20170111211345356.jpg.chip.jpg,1,0,0
crop_part1/39_1_0_20170105001220803.jpg.chip.jpg,1,1,0
crop_part1/75_1_0_20170110140824258.jpg.chip.jpg,1,1,0
crop_part1/52_1_0_20170109142345793.jpg.chip.jpg,1,1,0
crop_part1/4_0_4_20161221193322159.jpg.chip.jpg,0,0,1
crop_part1/39_0_2_20170107211043190.jpg.chip.jpg,1,0,1
crop_part1/48_1_4_20170104181540549.jpg.chip.jpg,1,1,1
crop_part1/85_0_0_20170111210559755.jpg.chip.jpg,1,0,0
crop_part1/52_1_0_20170104192618431.jpg.chip.jpg,1,1,0
crop_part1/85_1_0_20170110181049060.jpg.chip.jpg,1,1,0
crop_part1/58_0_3_20170104220900702.jpg.chip.jpg,1,0,1
crop_part1/13_0_1_20170110232537879.jpg.chip.jpg,0,0,1
crop_part1/26_1_0_20170104165807080.jpg.chip.jpg,0,1,0
crop_part1/45_1_0_20170108224914419.jpg.chip.jpg,1,1,0
crop_part1/56_0_0_20170104212551397.jpg.chip.jpg,1,0,0
crop_part1/17_0_4_20170102234904707.jpg.chip.jpg,0,0,1
crop_part1/70_0_0_20170111201407590.jpg.chip.jpg,1,0,0
crop_part1/65_0_0_20170111171747629.jpg.chip.jpg,1,0,0
crop_part1/22_1_4_20170103225112465.jpg.chip.jpg,0,1,1
crop_part1/46_0_0_20170108235049898.jpg.chip.jpg,1,0,0
crop_part1/49_1_3_20170109012415373.jpg.chip.jpg,1,1,1
crop_part1/2_1_4_20170103210746899.jpg.chip.jpg,0,1,1
crop_part1/88_1_1_20170110183118502.jpg.chip.jpg,1,1,1
crop_part1/53_0_0_20170109012723533.jpg.chip.jpg,1,0,0
crop_part1/28_0_0_20170103181320400.jpg.chip.jpg,0,0,0
crop_part1/43_1_3_20170109132235319.jpg.chip.jpg,1,1,1
crop_part1/54_0_3_20170104202315035.jpg.chip.jpg,1,0,1
crop_part1/72_0_0_20170104213613429.jpg.chip.jpg,1,0,0
crop_part1/59_1_0_20170110122835196.jpg.chip.jpg,1,1,0
crop_part1/3_1_2_20161219160836485.jpg.chip.jpg,0,1,1
crop_part1/37_0_0_20170109010719371.jpg.chip.jpg,1,0,0
crop_part1/60_0_0_20170104205856564.jpg.chip.jpg,1,0,0
crop_part1/53_1_0_20170104212419940.jpg.chip.jpg,1,1,0
crop_part1/70_1_0_20170110141123329.jpg.chip.jpg,1,1,0
crop_part1/90_1_0_20170110182008441.jpg.chip.jpg,1,1,0
crop_part1/1_0_4_20161221195030936.jpg.chip.jpg,0,0,1
crop_part1/72_0_0_20170111210622013.jpg.chip.jpg,1,0,0
crop_part1/3_1_3_20161219225423312.jpg.chip.jpg,0,1,1
crop_part1/72_1_0_20170110183814706.jpg.chip.jpg,1,1,0
crop_part1/32_0_3_20170104220341542.jpg.chip.jpg,1,0,1
crop_part1/26_1_2_20170104015910819.jpg.chip.jpg,0,1,1
crop_part1/28_1_3_20170109140238810.jpg.chip.jpg,0,1,1
crop_part1/8_1_4_20170103200419199.jpg.chip.jpg,0,1,1
crop_part1/53_0_3_20170104220848558.jpg.chip.jpg,1,0,1
crop_part1/55_0_0_20170104204634819.jpg.chip.jpg,1,0,0
crop_part1/1_0_2_20161219151035204.jpg.chip.jpg,0,0,1
crop_part1/53_0_0_20170104212139332.jpg.chip.jpg,1,0,0
crop_part1/8_1_0_20170109205515528.jpg.chip.jpg,0,1,0
crop_part1/90_0_0_20170110175833643.jpg.chip.jpg,1,0,0
crop_part1/42_1_4_20170103225757192.jpg.chip.jpg,1,1,1
crop_part1/60_1_0_20170110160643720.jpg.chip.jpg,1,1,0
crop_part1/53_1_0_20170105000521347.jpg.chip.jpg,1,1,0
crop_part1/1_0_3_20161220220606705.jpg.chip.jpg,0,0,1
crop_part1/57_1_0_20170110160643595.jpg.chip.jpg,1,1,0
crop_part1/78_0_0_20170111222508641.jpg.chip.jpg,1,0,0
crop_part1/85_1_0_20170110182111721.jpg.chip.jpg,1,1,0
crop_part1/92_1_0_20170110182830022.jpg.chip.jpg,1,1,0
crop_part1/54_1_0_20170110124214646.jpg.chip.jpg,1,1,0
crop_part1/2_1_4_20161221201556929.jpg.chip.jpg,0,1,1
crop_part1/81_0_0_20170111211419693.jpg.chip.jpg,1,0,0
crop_part1/3_0_0_20170110212729799.jpg.chip.jpg,0,0,0
crop_part1/26_1_2_20170104022229597.jpg.chip.jpg,0,1,1
crop_part1/1_0_0_20170110213015629.jpg.chip.jpg,0,0,0
crop_part1/69_1_0_20170110122730511.jpg.chip.jpg,1,1,0
crop_part1/14_1_0_20170109203405475.jpg.chip.jpg,0,1,0
crop_part1/17_1_0_20170109213621558.jpg.chip.jpg,0,1,0
crop_part1/34_1_0_20170103163503653.jpg.chip.jpg,1,1,0
crop_part1/9_0_0_20170110225209168.jpg.chip.jpg,0,0,0
crop_part1/25_0_2_20170104192902767.jpg.chip.jpg,0,0,1
crop_part1/32_1_0_20170103182600698.jpg.chip.jpg,1,1,0
crop_part1/85_1_0_20170110182055926.jpg.chip.jpg,1,1,0
crop_part1/78_0_0_20170111221844550.jpg.chip.jpg,1,0,0
crop_part1/60_1_0_20170110152946835.jpg.chip.jpg,1,1,0
crop_part1/15_1_4_20170103233356803.jpg.chip.jpg,0,1,1
crop_part1/52_1_0_20170110122705423.jpg.chip.jpg,1,1,0
crop_part1/1_1_2_20161219190719971.jpg.chip.jpg,0,1,1
crop_part1/46_1_0_20170110154306423.jpg.chip.jpg,1,1,0
crop_part1/58_1_3_20170104220324390.jpg.chip.jpg,1,1,1
crop_part1/10_0_0_20170110220033115.jpg.chip.jpg,0,0,0
crop_part1/54_1_1_20170110120122138.jpg.chip.jpg,1,1,1
crop_part1/4_0_0_20170110213317110.jpg.chip.jpg,0,0,0
crop_part1/1_1_0_20170109191535466.jpg.chip.jpg,0,1,0
crop_part1/24_0_4_20170103234950908.jpg.chip.jpg,0,0,1
crop_part1/46_1_0_20170110143242639.jpg.chip.jpg,1,1,0
crop_part1/52_1_0_20170103163641032.jpg.chip.jpg,1,1,0
crop_part1/8_0_0_20170104011915424.jpg.chip.jpg,0,0,0
crop_part1/1_1_0_20161219204702517.jpg.chip.jpg,0,1,0
crop_part1/23_1_3_20170105002606965.jpg.chip.jpg,0,1,1
crop_part1/59_1_0_20170110180108013.jpg.chip.jpg,1,1,0
crop_part1/36_0_0_20170104203841107.jpg.chip.jpg,1,0,0
crop_part1/25_1_4_20170103182320042.jpg.chip.jpg,0,1,1
crop_part1/46_0_3_20170104210508188.jpg.chip.jpg,1,0,1
crop_part1/1_0_0_20170103210032258.jpg.chip.jpg,0,0,0
crop_part1/90_1_2_20170111205444634.jpg.chip.jpg,1,1,1
crop_part1/28_0_0_20170105162616443.jpg.chip.jpg,0,0,0
crop_part1/69_1_0_20170110175803672.jpg.chip.jpg,1,1,0
crop_part1/4_1_0_20170109193059401.jpg.chip.jpg,0,1,0
crop_part1/32_0_0_20170103182544874.jpg.chip.jpg,1,0,0
crop_part1/1_1_0_20170109191226882.jpg.chip.jpg,0,1,0
crop_part1/44_1_4_20170104170219257.jpg.chip.jpg,1,1,1
